"토큰_생성을_하면_OAuth_서버에서_인증_후_토큰들을_반환한다() { // given & when AccessAndRefreshTokenResponse actual = authService.generateAccessAndRefreshToken(MEMBER.getOAuthMember());  // then ""<AssertPlaceHolder>""; assertThat(actual.getRefreshToken()).isNotEmpty(); assertThat(events.stream(MemberSavedEvent.class).count()).isEqualTo(1); }); }
generateAccessAndRefreshToken(final OAuthMember oAuthMember) { Member foundMember = findMember(oAuthMember);  OAuthToken oAuthToken = getOAuthToken(oAuthMember, foundMember); oAuthToken.change(oAuthMember.getRefreshToken());  AuthToken authToken = tokenCreator.createAuthToken(foundMember.getId()); return new AccessAndRefreshTokenResponse(authToken.getAccessToken(), authToken.getRefreshToken()); }"	assertAll(() -> { assertThat(actual.getAccessToken()).isNotEmpty()
"Authorization_Code를_받으면_회원이_데이터베이스에_저장된다() { // given & when authService.generateAccessAndRefreshToken(MEMBER.getOAuthMember());  // then ""<AssertPlaceHolder>"";  assertAll(() -> { // SutbOAuthClient가 반환하는 OAuthMember의 이메일 assertThat(memberRepository.existsByEmail(MEMBER_이메일)).isTrue(); assertThat(events.stream(MemberSavedEvent.class).count()).isEqualTo(1); }); }
generateAccessAndRefreshToken(final OAuthMember oAuthMember) { Member foundMember = findMember(oAuthMember);  OAuthToken oAuthToken = getOAuthToken(oAuthMember, foundMember); oAuthToken.change(oAuthMember.getRefreshToken());  AuthToken authToken = tokenCreator.createAuthToken(foundMember.getId()); return new AccessAndRefreshTokenResponse(authToken.getAccessToken(), authToken.getRefreshToken()); }"	assertThat(memberRepository.existsByEmail(MEMBER_이메일)).isTrue()
"이미_가입된_회원에_대한_Authorization_Code를_전달받으면_추가로_회원이_생성되지_않는다() { // 이미 가입된 회원이 소셜 로그인 버튼을 클릭했을 경우엔 회원가입 과정이 생략되고, 곧바로 access token이 발급되어야 한다.  // given authService.generateAccessAndRefreshToken(MEMBER.getOAuthMember());  // when authService.generateAccessAndRefreshToken(MEMBER.getOAuthMember()); List<Member> actual = memberRepository.findAll();  // then ""<AssertPlaceHolder>""; }
generateAccessAndRefreshToken(final OAuthMember oAuthMember) { Member foundMember = findMember(oAuthMember);  OAuthToken oAuthToken = getOAuthToken(oAuthMember, foundMember); oAuthToken.change(oAuthMember.getRefreshToken());  AuthToken authToken = tokenCreator.createAuthToken(foundMember.getId()); return new AccessAndRefreshTokenResponse(authToken.getAccessToken(), authToken.getRefreshToken()); }"	assertThat(actual).hasSize(1)
"이미_가입된_회원이고_저장된_RefreshToken이_있으면_저장된_RefreshToken을_반환한다() { // 이미 가입된 회원이 소셜 로그인 버튼을 클릭했을 경우엔 회원가입 과정이 생략되고, 곧바로 access token과 refreshtoken이 발급되어야 한다.  // given AccessAndRefreshTokenResponse response = authService.generateAccessAndRefreshToken(MEMBER.getOAuthMember());  // when AccessAndRefreshTokenResponse actual = authService.generateAccessAndRefreshToken(MEMBER.getOAuthMember());  // then ""<AssertPlaceHolder>""; }
generateAccessAndRefreshToken(final OAuthMember oAuthMember) { Member foundMember = findMember(oAuthMember);  OAuthToken oAuthToken = getOAuthToken(oAuthMember, foundMember); oAuthToken.change(oAuthMember.getRefreshToken());  AuthToken authToken = tokenCreator.createAuthToken(foundMember.getId()); return new AccessAndRefreshTokenResponse(authToken.getAccessToken(), authToken.getRefreshToken()); }"	assertThat(actual.getRefreshToken()).isEqualTo(response.getRefreshToken())
"리프레시_토큰으로_새로운_엑세스_토큰을_발급한다() { // given AccessAndRefreshTokenResponse response = authService.generateAccessAndRefreshToken(MEMBER.getOAuthMember()); TokenRenewalRequest tokenRenewalRequest = new TokenRenewalRequest(response.getRefreshToken());  // when AccessTokenResponse accessTokenResponse = authService.generateAccessToken(tokenRenewalRequest);  // then ""<AssertPlaceHolder>""; }
generateAccessToken(final TokenRenewalRequest tokenRenewalRequest) { String refreshToken = tokenRenewalRequest.getRefreshToken(); AuthToken authToken = tokenCreator.renewAuthToken(refreshToken); return new AccessTokenResponse(authToken.getAccessToken()); }"	assertThat(accessTokenResponse.getAccessToken()).isNotEmpty()
"리프레시_토큰으로_새로운_엑세스_토큰을_발급_할_때_리프레시_토큰이_존재하지_않으면_예외를_던진다() { // given authService.generateAccessAndRefreshToken(MEMBER.getOAuthMember()); TokenRenewalRequest tokenRenewalRequest = new TokenRenewalRequest(""DummyRefreshToken"");  // when & then ""<AssertPlaceHolder>""; }
generateAccessToken(final TokenRenewalRequest tokenRenewalRequest) { String refreshToken = tokenRenewalRequest.getRefreshToken(); AuthToken authToken = tokenCreator.renewAuthToken(refreshToken); return new AccessTokenResponse(authToken.getAccessToken()); }"	assertThatThrownBy(() -> authService.generateAccessToken(tokenRenewalRequest)) .isInstanceOf(InvalidTokenException.class)
"엑세스_토큰과_리프레시_토큰을_발급한다() { // given Long memberId = 1L;  // when AuthToken authToken = tokenCreator.createAuthToken(memberId);  // then ""<AssertPlaceHolder>""; assertThat(authToken.getRefreshToken()).isNotEmpty(); }
createAuthToken(final Long memberId) { String accessToken = tokenProvider.createAccessToken(String.valueOf(memberId)); String refreshToken = createRefreshToken(memberId); return new AuthToken(accessToken, refreshToken); }"	assertThat(authToken.getAccessToken()).isNotEmpty()
"리프레시_토큰으로_엑세스_토큰을_발급한다() { // given Long memberId = 1L; AuthToken authToken = tokenCreator.createAuthToken(memberId);  // when AuthToken actual = tokenCreator.renewAuthToken(authToken.getRefreshToken());  // then ""<AssertPlaceHolder>""; assertThat(actual.getRefreshToken()).isNotEmpty(); }
renewAuthToken(final String refreshToken) { tokenProvider.validateToken(refreshToken); Long memberId = Long.valueOf(tokenProvider.getPayload(refreshToken));  String accessTokenForRenew = tokenProvider.createAccessToken(String.valueOf(memberId)); String refreshTokenForRenew = tokenRepository.getToken(memberId);  AuthToken renewalAuthToken = new AuthToken(accessTokenForRenew, refreshTokenForRenew); renewalAuthToken.validateHasSameRefreshToken(refreshToken); return renewalAuthToken; }"	assertThat(actual.getAccessToken()).isNotEmpty()
"토큰에서_페이로드를_추출한다() { // given Long memberId = 1L; AuthToken authToken = tokenCreator.createAuthToken(memberId);  // when Long actual = tokenCreator.extractPayload(authToken.getAccessToken());  // then ""<AssertPlaceHolder>""; }
extractPayload(final String accessToken) { tokenProvider.validateToken(accessToken); return Long.valueOf(tokenProvider.getPayload(accessToken)); }"	assertThat(actual).isEqualTo(memberId)
"엑세스_토큰을_생성한다() { // given & when String actual = jwtTokenProvider.createAccessToken(PAYLOAD);  // then ""<AssertPlaceHolder>""; }
createAccessToken(final String payload) { return createToken(payload, accessTokenValidityInMilliseconds); }"	"assertThat(actual.split(""\\."")).hasSize(3)"
